"","SRR13639990","SRR13639992","SRR13639993","SRR13639994","SRR13639995","SRR13639999","SRR13640002","SRR13640004","SRR19173185","SRR19173191","SRR19173211","SRR19173215","SRR19173217","SRR19173231","SRR19173232","SRR19173243"
"ENSG00000238290.1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232848.1",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229305.1",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288816.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227634.3",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200975.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233645.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251977.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000162426.16",7,13,10,11,10,12,12,2,0,9,15,16,20,14,5,19
"ENSG00000252254.1",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142599.20",891,1301,1079,1292,3095,2260,2135,757,61,60,446,221,320,297,143,179
"ENSG00000232912.6",10,3,7,13,52,16,39,12,10,0,26,0,22,22,10,0
"ENSG00000221083.1",4,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ENSG00000270282.1",0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
"ENSG00000234619.1",0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0
"ENSG00000224315.2",0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1
"ENSG00000222511.2",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000226545.1",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"ENSG00000228423.2",1,0,0,0,1,0,0,0,2,0,44,34,14,9,8,0
"ENSG00000229716.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000074800.16",10209,20258,9408,10469,3867,6246,7437,1351,3796,1319,10068,8277,14926,7362,7852,17575
"ENSG00000274258.1",0,5,0,2,1,0,0,0,0,0,2,0,1,0,0,0
"ENSG00000230679.1",3,6,0,0,1,0,0,0,3,0,5,1,0,0,0,0
"ENSG00000201725.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238249.2",0,2,0,0,1,0,0,0,0,0,2,1,4,1,1,3
"ENSG00000232208.2",6,0,0,1,22,2,7,0,0,0,22,10,4,10,0,5
"ENSG00000232663.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000131686.15",19,1,0,1,14,4,10,2,6,0,30,41,12,9,23,9
"ENSG00000290109.1",20,1,2,1,2,0,3,2,0,0,24,12,4,0,3,8
"ENSG00000265141.2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197241.4",4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142583.18",256,724,36,367,27,44,141,5,59,0,20,65,15,122,29,28
"ENSG00000252404.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180758.12",52,51,55,114,122,91,91,11,19,0,38,2,19,2,22,6
"ENSG00000228526.8",2,2,13,4,0,3,4,2,0,0,13,0,0,62,2,17
"ENSG00000284357.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000289914.1",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"ENSG00000234546.5",0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000049239.13",198,296,283,142,764,565,924,151,84,7,301,268,326,455,183,334
"ENSG00000171621.14",395,303,557,690,34,25,39,4,17,1,24,3,0,16,0,10
"ENSG00000284652.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000284693.2",3,0,0,4,1,0,4,1,0,0,0,10,0,0,0,29
"ENSG00000252956.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235263.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000171612.7",156,143,206,137,84,247,144,63,19,5,24,10,22,15,32,18
"ENSG00000231181.1",4,1,1,1,4,0,3,7,0,11,5,22,0,3,10,11
"ENSG00000188807.13",53,79,63,50,86,160,92,28,7,9,25,59,27,101,6,40
"ENSG00000171608.18",2281,2504,1773,2162,6391,5450,5113,1338,905,201,4126,2843,3596,6979,2620,2934
"ENSG00000179840.5",8,9,23,6,20,10,23,8,8,7,87,20,3,27,10,10
"ENSG00000233268.3",1,0,0,0,1,0,0,0,0,0,3,6,5,5,2,3
"ENSG00000231789.4",2,3,3,2,11,1,7,0,2,2,25,6,16,5,2,9
"ENSG00000171603.18",801,1082,970,841,1884,1957,2330,405,77,44,537,329,337,294,165,315
"ENSG00000271264.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280113.2",2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,7
"ENSG00000178585.15",96,125,244,103,145,272,292,40,8,3,27,52,56,30,11,8
"ENSG00000223989.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285701.1",1,0,0,2,0,2,0,0,0,0,0,20,1,0,0,0
"ENSG00000162441.12",131,154,194,118,372,268,433,87,41,42,255,185,379,200,207,229
"ENSG00000228150.1",5,2,2,2,3,4,5,0,3,0,9,8,4,0,1,7
"ENSG00000173614.14",12,12,24,12,76,36,102,19,8,9,98,30,224,85,52,54
"ENSG00000202415.1",2,6,1,3,1,6,3,0,0,0,1,0,0,0,1,0
"ENSG00000283611.2",0,2,3,2,3,1,0,1,0,0,1,0,0,2,0,0
"ENSG00000265521.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000241326.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162444.12",158,160,200,100,162,392,184,85,26,7,60,30,95,56,22,52
"ENSG00000130939.20",404,662,458,495,1093,1055,1125,254,86,40,471,371,273,418,361,398
"ENSG00000224340.1",0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000233623.2",0,0,2,1,2,0,0,0,0,0,1,3,0,0,0,0
"ENSG00000201746.1",0,0,0,0,1,0,0,0,0,1,1,1,2,1,1,1
"ENSG00000054523.20",816,1068,782,976,587,858,664,222,191,44,236,314,214,438,169,184
"ENSG00000264881.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0
"ENSG00000199562.1",1,0,1,2,1,0,0,1,0,1,4,2,1,1,2,1
"ENSG00000264501.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284735.1",14,10,5,7,4,5,5,0,0,0,3,2,4,6,0,4
"ENSG00000284642.1",15,12,10,10,10,4,8,2,1,0,17,0,2,0,2,0
"ENSG00000142657.21",3275,4352,5476,3891,2343,4151,4385,1332,2045,359,1761,1271,2876,4143,2704,3220
"ENSG00000271989.1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"ENSG00000251503.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175279.22",1,0,2,0,2,2,0,0,0,0,2,0,0,0,2,3
"ENSG00000241563.4",1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0
"ENSG00000160049.12",80,63,82,78,243,145,270,39,42,14,445,328,328,158,189,265
"ENSG00000203469.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142655.13",142,220,180,162,146,178,165,32,14,19,141,75,38,68,56,66
"ENSG00000287727.1",1,0,0,1,0,0,2,0,0,3,21,17,2,2,1,0
"ENSG00000243267.3",0,0,0,1,0,0,0,0,0,0,1,0,5,0,2,0
"ENSG00000130940.15",196,321,286,332,95,250,70,20,2,0,24,72,36,34,18,19
"ENSG00000272078.1",4,12,8,14,10,27,5,4,0,0,1,2,0,0,3,0
"ENSG00000225158.2",0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0
"ENSG00000175262.15",2,3,6,0,8,9,7,0,0,2,10,0,0,0,11,0
"ENSG00000215785.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120948.19",685,732,529,515,1603,1690,1270,291,316,102,2597,1643,2445,2602,1258,2818
"ENSG00000009724.18",42,39,41,39,118,77,64,6,5,0,52,4,39,9,21,23
"ENSG00000116649.10",132,119,137,127,278,320,297,66,15,1,25,17,37,27,10,12
"ENSG00000171824.14",281,363,393,235,534,481,589,71,186,107,1421,947,1225,1075,645,1027
"ENSG00000226849.1",4,1,1,0,1,0,1,0,0,0,6,3,1,1,1,1
"ENSG00000230337.3",0,0,0,0,0,0,1,0,0,0,1,0,8,3,1,2
"ENSG00000198793.14",522,795,595,644,1094,792,1079,160,45,33,720,356,809,503,348,401
"ENSG00000225602.5",0,1,0,0,0,1,0,0,0,0,18,3,1,3,7,0
"ENSG00000253086.1",0,1,0,1,0,0,0,0,0,1,2,9,10,10,9,0
"ENSG00000171819.5",1,0,0,0,0,2,0,0,1,0,0,6,10,8,0,0
"ENSG00000207451.1",0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0
"ENSG00000238173.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120942.14",133,225,181,129,298,362,281,46,67,34,803,543,747,370,338,749
"ENSG00000238199.1",4,3,0,3,3,4,2,0,0,0,0,0,2,3,3,2
"ENSG00000284646.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224338.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204624.8",2,0,3,0,5,9,8,1,0,0,12,0,0,0,2,14
"ENSG00000285833.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235643.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284708.1",2,1,1,0,1,1,0,0,0,0,1,0,2,9,0,0
"ENSG00000116661.11",13,9,3,3,40,29,35,6,0,0,3,8,1,0,3,6
"ENSG00000132879.14",157,124,81,75,378,368,324,45,21,14,634,312,341,210,168,281
"ENSG00000116670.16",307,449,413,278,266,589,376,111,112,25,495,632,448,157,179,299
"ENSG00000116663.11",23,35,45,55,78,84,110,35,17,10,87,53,98,128,59,114
"ENSG00000162490.7",17,16,13,41,79,68,122,4,3,0,8,0,0,3,4,0
"ENSG00000177674.16",494,573,699,538,1335,1475,1553,574,759,209,1796,2155,3580,1532,1313,2261
"ENSG00000215910.8",3,3,5,3,1,1,1,0,0,0,3,9,4,0,0,3
"ENSG00000177553.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177000.13",525,782,789,769,585,761,776,120,42,67,256,361,374,519,247,208
"ENSG00000011021.23",265,407,457,308,362,494,439,81,52,15,429,236,512,323,222,272
"ENSG00000276470.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278852.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175206.11",3,1,2,3,0,0,1,2,1,0,7,10,1,1,2,11
"ENSG00000275915.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120937.9",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ENSG00000224904.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285646.2",9,10,25,14,27,10,22,11,1,13,146,54,251,4,5,14
"ENSG00000199347.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201801.1",1,1,4,2,5,1,5,1,0,1,0,0,7,0,0,0
"ENSG00000116685.17",269,457,495,367,982,948,1205,263,67,25,213,105,120,211,98,83
"ENSG00000083444.17",132,204,150,140,415,639,1085,229,210,108,536,680,1172,1150,660,1260
"ENSG00000287384.1",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116688.18",2177,1719,1589,1520,1409,2368,1585,470,316,168,1385,1007,1314,2384,983,3448
"ENSG00000270914.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116691.11",257,175,179,130,350,464,453,123,171,144,961,797,1454,580,401,673
"ENSG00000202461.1",1,0,0,0,3,0,1,0,0,0,2,2,0,0,0,0
"ENSG00000276869.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243539.3",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"ENSG00000120949.15",75,97,71,146,116,83,101,28,18,60,193,123,468,74,80,173
"ENSG00000201135.1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227875.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285604.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283789.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000028137.19",27428,33583,18730,34639,7915,12552,9326,2772,1871,763,2245,2008,2270,2696,1732,2091
"ENSG00000263676.1",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000225196.2",1,1,0,1,4,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000252969.1",0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000048707.15",1197,1408,1122,1291,2198,1490,2188,329,154,67,1202,759,911,1093,528,589
"ENSG00000239149.1",0,1,0,0,1,0,2,0,0,0,0,6,0,2,2,0
"ENSG00000229484.3",0,0,1,2,1,4,1,1,0,0,11,20,0,0,11,0
"ENSG00000162496.9",854,1439,919,1165,238,846,250,15,190,57,1034,1037,1039,293,475,918
"ENSG00000221340.1",9,11,5,14,2,8,2,0,0,0,6,6,1,0,0,2
"ENSG00000276830.1",0,0,1,2,3,1,1,0,1,0,2,0,0,0,0,0
"ENSG00000288927.2",19,27,26,35,1,6,0,0,0,0,0,3,0,1,0,0
"ENSG00000272482.2",3,14,0,5,3,1,1,0,2,0,1,6,0,0,0,0
"ENSG00000204518.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226166.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188984.12",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000157330.10",3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116726.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116721.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228338.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239810.3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231103.2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179172.10",2,1,1,1,1,1,2,0,0,0,0,0,0,2,0,0
"ENSG00000120952.4",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000243073.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187545.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204510.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207434.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234064.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232423.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274178.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274764.6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277058.3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000229571.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277862.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236179.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275774.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229978.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290772.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233336.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280267.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179412.11",0,0,0,1,2,1,1,0,0,0,1,0,2,0,0,1
"ENSG00000204505.5",0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000279169.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279804.3",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000250894.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270601.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231219.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207511.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182330.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237700.2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204501.7",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228229.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204481.8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204480.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204479.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204478.11",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162494.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259961.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215909.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162493.17",1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000222952.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237445.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253085.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000116731.23",1714,1987,1843,2046,1707,3016,1403,353,309,76,1324,1220,1071,1005,804,1333
"ENSG00000289380.1",4,2,4,4,1,2,3,2,9,16,108,169,104,52,61,58
"ENSG00000189337.17",10,3,9,2,137,44,22,43,25,0,12,0,1,6,6,0
"ENSG00000252151.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231606.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234593.3",0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000235829.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287756.1",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175147.13",7,4,3,5,0,1,2,2,0,0,0,0,0,0,0,5
"ENSG00000171729.14",91,160,104,138,8,42,20,16,5,0,5,7,6,0,1,3
"ENSG00000204464.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000215720.4",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278480.1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142621.21",20,27,9,16,19,10,28,6,0,0,5,32,18,3,7,10
"ENSG00000233485.1",2,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000236045.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000228140.2",12,12,14,27,42,21,34,9,2,0,31,23,44,11,19,54
"ENSG00000142634.13",6964,7822,9293,9904,8467,13070,11077,3174,178,66,632,520,354,521,305,436
"ENSG00000162438.12",25,13,29,18,8,9,10,4,1,6,0,0,8,7,0,2
"ENSG00000142615.8",2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000215704.10",11,10,1,4,8,1,1,0,4,5,1,5,11,0,3,0
"ENSG00000132906.18",373,403,494,512,207,278,228,46,120,73,191,247,257,151,307,613
"ENSG00000116138.13",118,136,152,102,314,152,277,42,39,4,511,187,402,470,232,242
"ENSG00000251866.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272510.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116771.6",16,11,6,4,56,10,35,4,4,3,39,0,8,5,9,42
"ENSG00000237301.1",1,1,0,2,1,3,2,1,0,0,0,0,0,0,0,0
"ENSG00000235084.3",2,1,1,1,7,2,1,0,2,0,1,0,12,1,5,4
"ENSG00000252417.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236500.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197312.13",572,765,819,790,618,593,683,67,23,3,303,139,162,347,57,103
"ENSG00000215695.2",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000271742.1",8,5,31,13,2,1,2,3,0,0,0,0,0,0,0,0
"ENSG00000116786.13",2871,3718,5343,3821,957,2439,1190,329,79,104,262,358,343,145,110,256
"ENSG00000237938.5",37,23,25,16,18,17,3,10,8,9,0,19,25,8,18,3
"ENSG00000162461.8",67,63,125,83,33,27,21,10,8,2,14,3,60,40,3,0
"ENSG00000224459.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162460.7",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162458.13",1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224321.1",4,3,1,0,0,2,1,0,0,2,1,1,1,0,3,0
"ENSG00000233954.7",9,17,13,15,23,11,21,7,5,0,8,17,9,4,17,3
"ENSG00000178715.8",2,4,4,6,4,4,8,2,0,0,3,1,0,0,3,1
"ENSG00000179743.4",35,40,44,35,65,61,61,12,3,2,24,22,15,25,22,18
"ENSG00000065526.13",3233,5455,4161,4048,3691,3679,3208,755,166,74,795,934,686,810,399,499
"ENSG00000270620.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116809.12",825,1171,838,831,377,962,408,116,148,29,485,645,625,576,204,303
"ENSG00000234607.2",0,1,0,2,0,0,1,1,0,1,1,0,3,3,3,2
"ENSG00000231353.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275503.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224966.4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183888.4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000233078.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173641.18",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186510.12",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000232456.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184908.20",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000185519.9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142627.13",7,11,31,19,11,56,2,0,0,0,0,0,0,0,0,0
"ENSG00000227959.2",3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224621.1",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234166.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142632.17",23,12,11,9,54,32,46,5,10,0,176,36,132,62,40,58
"ENSG00000291077.1",1,0,0,3,4,1,2,0,1,0,3,0,10,6,2,1
"ENSG00000237276.10",1,4,0,4,5,1,1,0,0,0,13,0,1,1,4,0
"ENSG00000288398.1",35,57,34,47,37,32,61,7,4,0,127,50,35,39,41,22
"ENSG00000132881.12",17,18,11,13,19,23,34,5,0,0,9,3,0,0,11,4
"ENSG00000233929.1",18,15,15,14,8,9,5,5,0,0,14,9,20,1,1,10
"ENSG00000037637.11",881,1424,894,1122,613,1059,610,138,119,56,914,796,1000,609,400,758
"ENSG00000055070.17",1304,1743,1771,1874,1172,2160,1462,530,260,117,846,845,771,807,653,1441
"ENSG00000226457.1",0,1,0,0,1,1,0,1,1,0,0,7,3,5,8,0
"ENSG00000187144.11",4,6,6,9,4,3,1,4,5,0,26,48,50,9,10,1
"ENSG00000157191.20",829,868,999,864,1195,1374,1401,311,264,197,1945,1392,2261,886,1169,1608
"ENSG00000226029.1",18,44,26,48,37,41,37,8,0,4,10,23,44,3,0,15
"ENSG00000290842.1",25,29,9,31,44,16,27,5,14,0,98,57,70,85,41,14
"ENSG00000080947.16",0,1,0,0,10,0,7,1,0,0,14,1,0,5,5,0
"ENSG00000206652.1",0,0,0,0,1,0,0,0,0,1,23,0,4,1,0,2
"ENSG00000261135.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285853.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224174.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233421.5",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277344.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225710.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219481.11",26,47,13,21,149,82,206,32,22,3,314,123,216,143,89,75
"ENSG00000271732.1",0,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0
"ENSG00000291072.1",46,78,46,57,99,74,115,21,17,5,169,63,85,69,24,24
"ENSG00000215908.12",11,12,0,2,19,8,17,5,0,0,8,12,6,4,15,1
"ENSG00000283773.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186301.8",24,2,3,4,14,18,20,7,0,0,31,81,45,17,27,24
"ENSG00000282143.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000207513.1",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ENSG00000280114.1",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"ENSG00000236698.1",0,1,2,4,4,2,1,0,0,0,2,2,1,0,0,2
"ENSG00000290849.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268869.7",4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000279151.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282740.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000058453.17",156,124,57,74,360,316,271,30,23,31,132,28,44,23,12,12
"ENSG00000290850.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207389.1",1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"ENSG00000227684.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290851.1",1,1,0,0,7,0,4,0,0,0,3,0,0,0,0,0
"ENSG00000186715.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223643.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230239.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263811.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
